slug,market_url,window_text,first_quote_ts,last_quote_ts,close_ts_utc,quote_count,source_files,target_price,final_price_first,final_price_last,mid_up_open,mid_up_last,mid_up_low,mid_up_high,spread_up_median,spread_down_median,overround_median,can_resolve_outcome,outcome_up,price_move_usd,mid_up_range
btc-updown-5m-1777085700,https://polymarket.com/zh/event/btc-updown-5m-1777085700,10:55-11:00,2026-04-25 02:55:02+00:00,2026-04-25 03:00:00+00:00,2026-04-25 02:55:00+00:00,123,part5_chunk9_btc-updown-5m_quotes.csv,77656.19,77656.19,77639.19,49.5,1.5,1.5,64.5,1.0,1.0,0.0,True,0.0,-17.0,63.0
btc-updown-5m-1777086000,https://polymarket.com/zh/event/btc-updown-5m-1777086000,11:00-11:05,2026-04-25 03:00:02+00:00,2026-04-25 03:04:58+00:00,2026-04-25 03:00:00+00:00,121,part5_chunk9_btc-updown-5m_quotes.csv,,77650.71,77670.64,58.5,98.5,27.5,98.5,1.0,1.0,0.0,False,,,71.0
btc-updown-5m-1777086300,https://polymarket.com/zh/event/btc-updown-5m-1777086300,11:05-11:10,2026-04-25 03:05:00+00:00,2026-04-25 03:09:58+00:00,2026-04-25 03:05:00+00:00,121,part5_chunk9_btc-updown-5m_quotes.csv,77670.64,77670.64,77625.01,56.0,1.5,1.5,78.0,1.0,1.0,0.0,True,0.0,-45.63000000000466,76.5
btc-updown-5m-1777086600,https://polymarket.com/zh/event/btc-updown-5m-1777086600,11:10-11:15,2026-04-25 03:10:00+00:00,2026-04-25 03:14:59+00:00,2026-04-25 03:10:00+00:00,121,part5_chunk9_btc-updown-5m_quotes.csv,77625.02,77625.02,77606.78,49.5,2.5,2.5,50.5,1.0,1.0,0.0,True,0.0,-18.24000000000524,48.0
btc-updown-5m-1777086900,https://polymarket.com/zh/event/btc-updown-5m-1777086900,11:15-11:20,2026-04-25 03:15:02+00:00,2026-04-25 03:19:58+00:00,2026-04-25 03:15:00+00:00,120,part5_chunk9_btc-updown-5m_quotes.csv,77606.78,77606.79,77623.53,49.5,98.5,31.5,98.5,1.0,1.0,0.0,True,1.0,16.75,67.0
btc-updown-5m-1777087200,https://polymarket.com/zh/event/btc-updown-5m-1777087200,11:20-11:25,2026-04-25 03:20:01+00:00,2026-04-25 03:24:59+00:00,2026-04-25 03:20:00+00:00,123,"part5_chunk10_btc-updown-5m_quotes.csv, part5_chunk9_btc-updown-5m_quotes.csv",77623.54,77623.54,77604.41,52.5,1.5,1.5,67.5,1.0,1.0,0.0,True,0.0,-19.129999999990105,66.0
btc-updown-5m-1777087500,https://polymarket.com/zh/event/btc-updown-5m-1777087500,11:25-11:30,2026-04-25 03:25:02+00:00,2026-04-25 03:29:59+00:00,2026-04-25 03:25:00+00:00,123,part5_chunk10_btc-updown-5m_quotes.csv,,77604.41,77581.85,51.5,1.5,1.5,54.5,1.0,1.0,0.0,False,,,53.0
btc-updown-5m-1777087800,https://polymarket.com/zh/event/btc-updown-5m-1777087800,11:30-11:35,2026-04-25 03:30:02+00:00,2026-04-25 03:34:59+00:00,2026-04-25 03:30:00+00:00,120,part5_chunk10_btc-updown-5m_quotes.csv,77581.85,77581.85,77614.64,52.5,98.5,51.5,98.5,1.0,1.0,0.0,True,1.0,32.7899999999936,47.0
btc-updown-5m-1777088100,https://polymarket.com/zh/event/btc-updown-5m-1777088100,11:35-11:40,2026-04-25 03:35:01+00:00,2026-04-25 03:40:00+00:00,2026-04-25 03:35:00+00:00,122,part5_chunk10_btc-updown-5m_quotes.csv,77614.64,77614.63,77647.9,50.5,97.5,40.5,97.5,1.0,1.0,0.0,True,1.0,33.25999999999476,57.0
btc-updown-5m-1777088400,https://polymarket.com/zh/event/btc-updown-5m-1777088400,11:40-11:45,2026-04-25 03:40:03+00:00,2026-04-25 03:45:00+00:00,2026-04-25 03:40:00+00:00,119,part5_chunk10_btc-updown-5m_quotes.csv,,77649.6,77700.0,59.5,98.5,57.5,98.5,1.0,1.0,0.0,False,,,41.0
btc-updown-5m-1777088700,https://polymarket.com/zh/event/btc-updown-5m-1777088700,11:45-11:50,2026-04-25 03:45:02+00:00,2026-04-25 03:49:58+00:00,2026-04-25 03:45:00+00:00,121,part5_chunk10_btc-updown-5m_quotes.csv,,77700.01,77719.61,46.5,98.5,46.5,98.5,1.0,1.0,0.0,False,,,52.0
btc-updown-5m-1777089000,https://polymarket.com/zh/event/btc-updown-5m-1777089000,11:50-11:55,2026-04-25 03:50:01+00:00,2026-04-25 03:50:25+00:00,2026-04-25 03:50:00+00:00,11,part5_chunk10_btc-updown-5m_quotes.csv,77713.05,77713.05,77713.05,41.5,37.5,36.5,41.5,1.0,1.0,0.0,True,0.0,0.0,5.0
